"","Index","Movie_names","Year","Advisory_rating","runtime","genre","Ratings","Description","Director","Cast","User_votes"
"4507",8274,"The Dramatics: A Comedy",2015,"Not Rated",89,"Comedy",4.7,"Romantic comedy about an actress, who stars in a sexually explicit mini-series adaptation of a best-selling, erotic chick lit novel, and her loving but tortured stoner boyfriend is forced to deal with it.","Scott Rodgers","Kat Foster",452
"4508",8279,"Asees",2018,"M",127,"Drama",7.5,"At the heart of Asees is the story of an endearing mother-son duo. Through their journey, the film paints a poignant portrait of the powerful bond between a mother and her child.","Rana Ranbir","Rana Ranbir",170
"4509",8288,"Dhruva",2016,"Not Rated",165,"Action",7.8,"A committed police officer is on a very dangerous mission to destroy the most corrupt person in the country, Siddharth Abhimanyu.","Surrender Reddy","Ram Charan",5578
"4510",8291,"Dead Sexy",2018,"Not Rated",83,"Comedy",4.3,"A Comedy - Meet Amber, Brandy and Cassie. These girls are about to encounter a paranormal force that is going to make them question the need for the opposite sex.","Brian Newell","Alexandra Corin Johnston",498
"4511",8293,"Fox Trap (2019)",2016,"R",97,"Horror",5.2,"After a terrible accident leaves a young girl disabled, five years later, the group responsible are invited to a remote manor house in the countryside for a class reunion. Little do they know, they are being targeted by a masked maniac hell bent on revenge.","Jamie Weston","Becca Hirani",364
"4512",8296,"Celebrity Crush",2019,"Not Rated",91,"Thriller",4.8,"When the B horror movie ""CHAIN-FACE CLOWN"" was released in 1985, no one knew the film would one day become a classic. Heralded as a cinematic ""tour de force"", well, at least by a select ...                 »","Oliver Robins","Oliver Robins",76
"4513",8297,"The Wannabe",2015,"R",90,"Crime",5,"Thomas is obsessed with mob culture and sets out to fix the 1992 trial of mob-boss John Gotti. He believes if the plan is executed, it will put him at the center of all that he idolizes. He wants to fit in and get attention.","Nick Sandow","Vincenzo Amato",1541
"4514",8299,"Everything About Her",2016,"TV-PG",127,"Comedy",7.1,"Powerful but ill-stricken business woman, Vilma Santos navigates her complicated relationship with her caregiver, Angel Locsin and her estranged son, Xian Lim in this story about acceptance, love and forgiveness.","Joyce Bernal","Vilma Santos",278
"4515",8300,"Welcome to Happiness",2015,"PG-13",108,"Comedy",6.1,"There's a magical door in Woody's closet that allows those who go through it to erase mistakes from their past. When he finds out where it goes, his life will be changed forever.","Oliver Thompson","Kyle Gallner",663
"4516",8303,"The Gender Card Flip",2016,"TV-MA",80,"Comedy",4.8,"A woman and man compete in an unusual race for mayor when gender roles magically reverse.","Michael Cross","Collette Wolfe",394
"4517",8305,"Journey to the Shore",2015,"Not Rated",127,"Drama",6.2,"Mizuki's husband (Yusuke) drowned at sea three years ago. When he suddenly comes back home, she is not that surprised. Instead, Mizuki is wondering what took him so long. She agrees to let Yusuke take her on a journey.","Kiyoshi Kurosawa","Eri Fukatsu",1389
"4518",8306,"Lazer Team 2",2017,"Not Rated",86,"Action",6.4,"After one of their own is lost in another dimension, the Lazer Team groups together once again to fight against a new threat.","Daniel Fabelo","Matt Hullum",3148
"4519",8307,"Body Electric",2017,"Unrated",94,"Drama",6.3,"The summer is coming and Elias has been dreaming of the sea a lot. In the factory where he works, his responsibilities increase as the holiday season approaches. After one more night ...                 »","Marcelo Caetano","Kelner Macêdo",654
"4520",8310,"High Resolution",2018,"TV-MA",96,"Drama",4.1,"High Resolution, an adaptation of Tao Lin's novel Taipei, tracks Paul and Erin as they confront what it means to be young and in love in the early days of the 21st century.","Jason Lester","Ellie Bamber",203
"4521",8314,"Eadweard",2015,"Unrated",104,"Biography",6.4,"A psychological drama about the turn-of-the-century photographer , who was the first to photograph subjects in movement and became the godfather of cinema. He later ...                 »","Kyle Rideout","Michael Eklund",478
"4522",8315,"Girl Followed",2017,"TV-14",90,"Thriller",4.9,"A resentful 14-year-old girl is drawn into a seemingly innocent friendship with an older man, but the relationship turns sinister.","Tom Shell","Heather McComb",475
"4523",8317,"Chicken Girls: The Movie",2018,"TV-PG",69,"Comedy",6.8,"In Attaway High, there was a new principal. She banned the students from singing and dancing but only to concentrate in their studies. But then there is a Spring Fling coming up. She ...                 »","K. Asher Levin","Annie LeBlanc",96
"4524",8318,"Random Tropical Paradise",2017,"Not Rated",101,"Comedy",4.5,"For Harry Fluder, life was working out exactly how he thought it was supposed to. He had a great job, loyal friends, and the perfect fiancee. However, finding one of his maybe not-so-loyal ...                 »","Sanjeev Sirpal","Bryan Greenberg",341
"4525",8320,"Survival Game",2016,"Not Rated",91,"Action",4.1,"Moscow, 2072. Twelve contestants, each with their own story and motives, play a televised game of Mafia. Those eliminated must enter a virtual reality to conquer their worst fear - or die trying.","Sarik Andreasyan","Vadim Tsallati",2731
"4526",8324,"Feng Shui",2018,"Not Rated",133,"Drama",6,"Set in Joseon, the story depicts a battle to gain the propitious site for a grave.","Hee-kon Park","Seung-woo Cho",202
"4527",8326,"Breakable You",2017,"R",120,"Comedy",5.5,"The film follows the Wellers, A dynamic New York City family as they come to terms with themselves and each other.","Andrew Wagner","Holly Hunter",326
"4528",8329,"Gibby",2016,"Not Rated",87,"Comedy",4.9,"A young teenage girl, Katie, can not snap out of her depression after losing her mother. Katie has lost interest in school, her friends, and gymnastics. All that changes in the summer when ...                 »","Phil Gorn","Crystal the Monkey",217
"4529",8333,"Taking Earth",2017,"Not Rated",100,"Sci",2.6,"The human race is thrown into chaos as an alien invasion takes control of the planet in an effort to find one boy out of 7 billion people who holds the power to destroy them.","Grant Humphreys","Ronan Quarmby",1034
"4530",8336,"Killer Rack",2015,"TV-MA",90,"Comedy",5.5,"Comedy about a woman suffering from low self esteem who gets breast enhancement surgery, unaware that her surgeon worships H.P. Lovecraft's elder gods, and the surgery is part of a diabolical plot to rule the world.","Gregory Lamberson","Jessica Zwolak",146
"4531",8340,"El Coyote",2019,"R",93,"Action",4,"The Italian mob descends on the Mexican border to take on the most powerful cartel in America. Spencer, an ex-mobster in witness protection, battles the cartel who captured his son in Arizona, with his mob buddies coming to help.","Jeffrey Nicholson","Michael Saquella",85
"4532",8344,"All Is Well",2015,"Not Rated",126,"Comedy",3.8,"A musician finds himself on the run from a group of thugs with his friend and his estranged parents.","Umesh Shukla","Rishi Kapoor",1459
"4533",8345,"Icebox",2018,"TV-14",88,"Drama",5.8,"A young boy becomes trapped inside America's rigid immigration process. (Feature adaptation of the 2016 short film, ""Icebox."")","Daniel Sawka","Genesis Rodriguez",647
"4534",8347,"Downward Twin",2018,"Unrated",86,"Horror",4.1,"Abandoning the yoga business she shares with her twin sister, Celeste sets out to forge her own identity, but her plans are derailed when her desperate twin stops at nothing to bring her home.","Buz Wallick","Karissa Strain",356
"4535",8348,"A Nice Quiet Life",2018,"Not Rated",85,"Drama",4.4,"Two college students fall in love one year before graduation and have bright futures ahead until one of them develops schizophrenia.","Edgar Michael Bravo","Jordan Becker",209
"4536",8350,"Os Dez Mandamentos - O Filme",2016,"PG-13",120,"Adventure",3.3,"Follows Moses leading and conducting the Hebrew people from the slavery of Egypt to the freedom towards the Promised Land according to the Ancient Testament Bible book of the Exodus. The ...                 »","Alexandre Avancini","Guilherme Winter",1087
"4537",8352,"Girlz",2019,"Not Rated",153,"Comedy",4.1,"Mati, an 18 year old college going girl, convinces her strict parents to let her go on an independent journey and explore Goa, where she ends up meeting two other girls who come from different walks of life.","Vishal Devrukhkar","Ankita Lande",70
"4538",8357,"Awaken the Shadowman",2017,"TV-MA",90,"Horror",3.9,"After the mysterious disappearance of their mother, estranged brothers reunite and discover an unknown supernatural force.","J.S. Wilson","James Zimbardi",1886
"4539",8359,"Wild Awakening",2016,"Unrated",89,"Drama",4,"Toni (Fabian Castro) and Emma (Julia Hernandez) are brother and sister who owns a stable farm. Ramon (Richie Ormon) and his son, Aaron (Christian Blanch) works for them. Toni is openly gay ...                 »","Joan Fermí Martí","Fabián Castro",199
"4540",8360,"Cross Wars",2017,"R",98,"Action",2.3,"Callan (Brian Austin Green) returns to the scene with his team in order to oppose the return of the evil Gunnar (Vinnie Jones); his path crosses again with Frank Nitti (Tom Sizemore) detective under the city of Los Angeles.","Patrick Durham","Brian Austin Green",508
"4541",8362,"Frankenstein vs. the Mummy",2015,"Not Rated",115,"Horror",3.6,"The mummy of a cursed pharaoh and a reanimated corpse terrorize a medical university. Only an Egyptologist and a college professor, the deranged Dr. Frankenstein, may be able to stop the creatures before it's too late.","Damien Leone","Max Rhyser",741
"4542",8368,"Fagara",2019,"PG",118,"Comedy",6.7,"A young woman from Hong Kong has to reunite with her sisters to settle debts after her father dies.","Heiward Mak","Sammi Cheng",386
"4543",8370,"The Second Coming of Christ",2018,"Not Rated",92,"Action",4.5,"The journey of a woman scientist who, at the end of times, discovers that true Faith can bring Miracles.","Daniel Anghelcev","Diana Angelson",355
"4544",8372,"R.A.I.D. Special Unit",2016,"Not Rated",105,"Action",5.5,"A clumsy girl dreams about joining to an elite special forces team.","Dany Boon","Alice Pol",3353
"4545",8385,"Sandakozhi 2",2018,"Not Rated",155,"Action",5.1,"Balu and his father have to protect a young man from a woman who has sworn vengeance on his entire clan.","N. Linguswamy","Vishal",645
"4546",8388,"Chasing the Dragon II: Wild Wild Bunch",2019,"Not Rated",101,"Action",5.8,"Serial billionaire kidnapper Logan has been savaging Hong Kong. Now, his gang is aiming the dart beyond Hong Kong, at an affluent Macau regal.","Jason Kwan","Jing Wong",448
"4547",8389,"Cinderella and the Secret Prince",2018,"PG",90,"Animation",5.2,"During the Royal Ball, Cinderella and her mice fellows discover a secret that could shake their world: the real prince has turned into a mouse by the evil witch, and the ""Prince"" from the Royal Ball is in fact a fraud.","Lynne Southerland","Cassandra Lee Morris",520
"4548",8391,"The Demons",2015,"Not Rated",118,"Drama",6.7,"A young boy begins to experience the adult world as he enters adolescence.","Philippe Lesage","Édouard Tremblay-Grenier",1065
"4549",8392,"The Truth About Lies",2018,"TV-14",94,"Comedy",5.2,"Gilby finds himself in a tangled web of lies when the truth proves to be too much to admit and even harder to accept.","Phil Allocco","Odette Annable",453
"4550",8399,"Orange: Future",2016,"TV-14",63,"Animation",7.1,"The film retells the main story from the viewpoint of Hiroto Suwa, as he continues to support Kakeru and Naho's relationship. The film also features an original story which takes place after the events in the manga and anime series.","Hiroshi Hamazaki","Makoto Furukawa",387
"4551",8402,"Rising Free",2019,"PG-13",102,"Drama",6.3,"In late nineteenth-century America, Rising Free portrays the story of a young woman living in the aftermath of racial prejudice. Surrounded by danger of being sold and further stripped of ...                 »","Christian Johannesson","Samantha Droke",577
"4552",8405,"Slam",2016,"TV-MA",100,"Comedy",6,"Teen father-to-be Sam imagines his future as a young parent and finds a surprising mentor while reading about his idol, pro skateboarder Tony Hawk.","Andrea Molaioli","Ludovico Tersigni",1126
